ORDER_ID,PRODUCT_ID,QUANTITY
e86b3335-c0ff-4636-9c9e-b54d6894852f,71636e84-09fe-4144-b4fe-d914e426eddf,3
ed257e34-124d-4c3b-9fc8-3262a221e5e1,e29ff98f-be96-49ba-a16c-2d2795b06d25,18
ed257e34-124d-4c3b-9fc8-3262a221e5e1,9d4ed0a2-141c-4e79-96c3-05b68340d4c8,16
ed257e34-124d-4c3b-9fc8-3262a221e5e1,e45fd114-9fc1-46ec-8bb3-582848354455,18
ed257e34-124d-4c3b-9fc8-3262a221e5e1,8ade17c7-6b76-4a83-b6a1-53ae13a6ad91,7
7aa61081-d95a-46b5-9962-3e50c4945c0e,09c53448-4448-40fb-9e6d-e6d278d04868,4
7aa61081-d95a-46b5-9962-3e50c4945c0e,2bf354f6-43d9-4fed-9ed1-d0c34aba23e9,14
7aa61081-d95a-46b5-9962-3e50c4945c0e,e5593778-4cd0-4d58-8581-7c49c10a647b,17
ad63561e-b117-4538-97f9-1496a2225a92,8ade17c7-6b76-4a83-b6a1-53ae13a6ad91,2
560f1712-4168-4a82-aa06-6eff2b03ce2b,96b24f4c-ae6e-4443-942e-551032c21985,9
560f1712-4168-4a82-aa06-6eff2b03ce2b,21f2dbcc-1adb-479e-8441-a258a4ecbe77,8
560f1712-4168-4a82-aa06-6eff2b03ce2b,65d5784b-a56c-4c4e-b877-e04eac5bce3b,5
560f1712-4168-4a82-aa06-6eff2b03ce2b,6cca2f24-a68d-4d7f-bba9-95e56aa75bf5,8
560f1712-4168-4a82-aa06-6eff2b03ce2b,68df5d4e-363a-465a-a476-2cd9798e9ce3,5
0fe6bd4c-05db-4717-9d3d-ae0f54b206e7,367445fc-7417-41b4-845a-5a84080a12d0,4
0fe6bd4c-05db-4717-9d3d-ae0f54b206e7,a846d5be-0fcf-4767-acba-5f9d52592d1b,16
0fe6bd4c-05db-4717-9d3d-ae0f54b206e7,0cc87760-31f6-42af-a052-10b031ed17d4,4
0fe6bd4c-05db-4717-9d3d-ae0f54b206e7,bf3c85a2-89db-442f-adcd-a708e6d9bb66,8
0fe6bd4c-05db-4717-9d3d-ae0f54b206e7,c83cb11e-068a-499f-8c83-bfa4b89b991b,12
0fe6bd4c-05db-4717-9d3d-ae0f54b206e7,3fe5037b-ebba-494d-b735-8a5db4605e0c,8
79ce970a-b05d-41a6-8e58-bab776822b9f,62befbc2-c436-4acc-a0f5-66dfa1a14dc2,15
79ce970a-b05d-41a6-8e58-bab776822b9f,c8b6a5b5-892f-44bc-bd21-8caa8542906b,4
79ce970a-b05d-41a6-8e58-bab776822b9f,46583976-e74b-4096-ae4e-4c72a593e5b5,18
79ce970a-b05d-41a6-8e58-bab776822b9f,1e365cbe-a4f7-42a8-82bd-c5470ebbd11a,12
74113c70-581c-4f6c-80a7-10379dbf38e3,e68d4e28-5134-463c-9698-0a4b3ab0e90f,18
74113c70-581c-4f6c-80a7-10379dbf38e3,8e49cce2-942e-47c5-b364-781b7331f46d,3
74113c70-581c-4f6c-80a7-10379dbf38e3,acf816e5-202e-4e46-9836-e4d851a9db27,11
74113c70-581c-4f6c-80a7-10379dbf38e3,10ddd46d-3009-40ff-853e-3d8fbdc61652,15
74113c70-581c-4f6c-80a7-10379dbf38e3,05de337f-cad1-48fe-a0a2-f7774d334d8d,2
74113c70-581c-4f6c-80a7-10379dbf38e3,53b9c295-95c5-4299-827e-660fff689d8b,19
74113c70-581c-4f6c-80a7-10379dbf38e3,34bfd3e2-b248-4580-89b3-7902cd3f1e7e,9
74113c70-581c-4f6c-80a7-10379dbf38e3,6e2a7eb9-63e2-49c6-bb89-eb522949fe1b,9
32504493-9519-4754-81c3-f39c7e78b963,69efc60f-f075-4c4d-a50b-84aa4a37728e,1
32504493-9519-4754-81c3-f39c7e78b963,5a94aa28-3713-4e20-b8f5-9e9b9503a48e,2
32504493-9519-4754-81c3-f39c7e78b963,44e285b4-00aa-4e95-8e98-2f9cee65a0af,4
32504493-9519-4754-81c3-f39c7e78b963,a33714e8-49fb-40e9-8910-16c82521db12,8
69ba201b-6f53-42e2-a303-d406ff3c24a6,c83cb11e-068a-499f-8c83-bfa4b89b991b,15
69ba201b-6f53-42e2-a303-d406ff3c24a6,607758a2-7da9-4874-8417-4424e425e024,18
69ba201b-6f53-42e2-a303-d406ff3c24a6,d764c038-6366-4322-bca8-6291b631f293,16
80a482a9-e765-43c7-a1fe-bc00e7fe9d3c,5a94aa28-3713-4e20-b8f5-9e9b9503a48e,10
80a482a9-e765-43c7-a1fe-bc00e7fe9d3c,a4bc0d88-203c-4b95-9835-b06b89a9d723,14
80a482a9-e765-43c7-a1fe-bc00e7fe9d3c,71b85cda-4120-430a-8169-fabc89a4c0eb,6
80a482a9-e765-43c7-a1fe-bc00e7fe9d3c,e1e2b32b-44c0-4ec1-a2e0-24dad24e23ac,14
80a482a9-e765-43c7-a1fe-bc00e7fe9d3c,d1601dbe-7d16-429c-ade3-f2ac94c64f4e,4
674d9c31-b109-4a16-ab89-df6ba423715d,e7d9cb3b-2ab4-4620-a36a-1c2a5e51476f,13
674d9c31-b109-4a16-ab89-df6ba423715d,ffe1777d-6ce6-4a14-91d3-ef33ac67a531,2
1a86186f-0ad8-4f71-b257-40641e4317f7,c063e73b-7641-4dd5-adda-c1d8dc9c1583,15
6a7de4ae-1337-45a3-8a36-8d7ab7b0bef5,c579f63b-fe57-4b30-a933-a372129e2f10,19
6a7de4ae-1337-45a3-8a36-8d7ab7b0bef5,5e11391c-51dc-4757-ae22-7ba370b0ec6d,2
6a7de4ae-1337-45a3-8a36-8d7ab7b0bef5,7d981af7-6cc6-4daa-a5c7-79e883a4bd44,3
6a7de4ae-1337-45a3-8a36-8d7ab7b0bef5,9fc3d2e6-2421-4a75-9d25-4ad29c866bd9,5
b278b2e2-137b-432f-af66-2f5095e193e5,c00411f3-1bce-4e37-a2d7-b16de3286d73,4
b278b2e2-137b-432f-af66-2f5095e193e5,249c45a3-0f40-4e0d-9a49-9a1d7272d837,16
b278b2e2-137b-432f-af66-2f5095e193e5,cf83cc79-cf5c-47c7-8a6f-f0636203ee03,13
b278b2e2-137b-432f-af66-2f5095e193e5,c99bb1f2-33af-4eb5-92f9-db761c80ae7f,17
b278b2e2-137b-432f-af66-2f5095e193e5,a8cfde6d-a23e-41f6-9644-2a13fa602766,18
b278b2e2-137b-432f-af66-2f5095e193e5,9c50697d-c9ab-422f-b9d6-3d0bc77eb45f,19
d946bf59-8edb-4053-8576-e643c03888ad,b9e92a6a-4c01-4abb-9d09-310282f9d18a,4
d946bf59-8edb-4053-8576-e643c03888ad,c61f7433-feb0-4dca-9a52-5234e5633ecb,3
d946bf59-8edb-4053-8576-e643c03888ad,56da6146-35d2-4f27-aeaa-29b2aef02e6f,14
d946bf59-8edb-4053-8576-e643c03888ad,70df0b14-a1c2-4506-a06c-c8a61b3f8a30,16
d946bf59-8edb-4053-8576-e643c03888ad,e1445687-40a2-4156-833c-268e77c76e7b,4
d946bf59-8edb-4053-8576-e643c03888ad,ef3e1509-19cb-441d-9165-0b35d3353e5b,15
d946bf59-8edb-4053-8576-e643c03888ad,a782fd3c-8975-4bf0-a283-c492f9ccbc02,4
8e7b5e0e-4dd9-4823-ab1d-108d5e11e781,6e8f47f5-c2a7-48c4-bc8b-85fb81d13094,14
8e7b5e0e-4dd9-4823-ab1d-108d5e11e781,fe03c583-c7db-42eb-9bc7-477e17354122,13
8e7b5e0e-4dd9-4823-ab1d-108d5e11e781,ca1097af-8c61-4f44-97f2-c00e877a1ef7,6
8e7b5e0e-4dd9-4823-ab1d-108d5e11e781,10ddd46d-3009-40ff-853e-3d8fbdc61652,18
1ac06e80-1e1d-4ba3-9517-9071462dfae8,f7abe0f6-bcfc-4ab9-9dc9-e82b435c46f2,4
1ac06e80-1e1d-4ba3-9517-9071462dfae8,aa3cda47-e266-467c-b657-aadde11eb162,13
1ac06e80-1e1d-4ba3-9517-9071462dfae8,f0bd583e-d72e-4062-a49a-26e4e5592fa8,4
36c3ac84-0a4c-4820-826c-9d5740a84308,dcaae078-c895-40f6-bb25-74ccdb153d22,13
36c3ac84-0a4c-4820-826c-9d5740a84308,05b2aa67-f14c-449d-a4bf-82107a27364e,16
36c3ac84-0a4c-4820-826c-9d5740a84308,215351cc-d1e4-4e87-aa2b-95992d97aa67,5
36c3ac84-0a4c-4820-826c-9d5740a84308,80893ef7-ca1f-43ae-b24c-29e65f98e146,12
36c3ac84-0a4c-4820-826c-9d5740a84308,c063e73b-7641-4dd5-adda-c1d8dc9c1583,4
bae89059-ccce-4e99-af2c-6c0712e2890b,d1601dbe-7d16-429c-ade3-f2ac94c64f4e,16
bae89059-ccce-4e99-af2c-6c0712e2890b,249c45a3-0f40-4e0d-9a49-9a1d7272d837,19
eaff5ddc-98b9-4105-9868-0070bc57e26e,cdaaa06c-d41a-42bc-b6b1-4f2c958438ae,6
684773d5-a3eb-49c7-bd81-589803d295f2,95ef852e-6c65-49ef-8810-dff6fdb95b77,16
684773d5-a3eb-49c7-bd81-589803d295f2,ff0206b1-da44-4306-906d-7cb9cad74d75,7
684773d5-a3eb-49c7-bd81-589803d295f2,63bd2b1a-ee46-4c1c-85e6-0d98bea184ca,5
684773d5-a3eb-49c7-bd81-589803d295f2,a846d5be-0fcf-4767-acba-5f9d52592d1b,3
684773d5-a3eb-49c7-bd81-589803d295f2,21e0088d-d86e-4786-a0c4-13e2a8f2c82e,19
182cb461-d10d-41de-884b-f3e1a6f0cce1,dcaae078-c895-40f6-bb25-74ccdb153d22,8
182cb461-d10d-41de-884b-f3e1a6f0cce1,e8e6e62b-e5a1-46e7-9aaf-11ca061deb16,5
b0a69166-c19f-4b92-bf85-9254f133dcc2,e2a7f82b-7694-407d-a4f4-fe4a8749ba62,13
b0a69166-c19f-4b92-bf85-9254f133dcc2,fbcc7a50-7be8-49ab-a2dc-ba2c59f58a6b,1
b0a69166-c19f-4b92-bf85-9254f133dcc2,9fc3d2e6-2421-4a75-9d25-4ad29c866bd9,6
b0a69166-c19f-4b92-bf85-9254f133dcc2,5c8a5d32-535e-400e-b017-8a11dc5cc547,13
2e0b76fd-71a0-4f83-be1d-694f8c26899c,1a41afcb-a313-4f13-8683-a76f27b94208,19
2e0b76fd-71a0-4f83-be1d-694f8c26899c,4eb47063-0b33-49e3-8b16-1443371ce5fa,11
1676899d-ed99-479a-854e-011bd98a329f,fe558f49-d0fb-40e0-a9ab-6f332c0b3bba,1
2a842c2c-71d0-4cf9-8762-895336097bde,f3375a2d-81a5-40d1-a2f8-031d0d755bcb,5
2a842c2c-71d0-4cf9-8762-895336097bde,e8cca2cd-711f-449a-afc3-7ce8c45b2815,15
2a842c2c-71d0-4cf9-8762-895336097bde,8e6a0b21-14b7-450c-aa65-578509a7773c,1
2a842c2c-71d0-4cf9-8762-895336097bde,28fb84b0-7b09-4728-a4bf-790dd895e176,15
2a842c2c-71d0-4cf9-8762-895336097bde,567dd14e-85dc-434f-9565-4eeaf3d7385e,2
2a842c2c-71d0-4cf9-8762-895336097bde,502ba820-eda8-493b-87d3-37df03065c1a,15
2a842c2c-71d0-4cf9-8762-895336097bde,9c50697d-c9ab-422f-b9d6-3d0bc77eb45f,3
b230342e-eedf-48eb-b088-50ae64c41fa1,2029ae0e-57cb-4da0-bf78-41fdbe557966,3
f417157e-034b-43ca-a190-3a4fdbd61383,9a971406-6d77-4a0a-9712-ada6c0c02cd0,15
f417157e-034b-43ca-a190-3a4fdbd61383,8d60f2de-6144-40d1-8c16-f1a919c2b9ea,10
f417157e-034b-43ca-a190-3a4fdbd61383,5ff8c0de-d700-4182-8264-e3d5fe7ba65c,10
f417157e-034b-43ca-a190-3a4fdbd61383,565e9f8b-d8d5-4c6b-bbef-e36db3b853bf,19
f417157e-034b-43ca-a190-3a4fdbd61383,5e11391c-51dc-4757-ae22-7ba370b0ec6d,16
602ec921-8044-4112-a469-127420b70c19,ba353acd-e254-4c36-948e-3200fbb74292,17
6d66b3e7-f0ca-4bae-b501-689a3e74708b,1cc51d20-69c9-46af-862c-9484694c4d58,8
6d66b3e7-f0ca-4bae-b501-689a3e74708b,d7728178-63dc-429b-a6d4-07db43e70982,5
6d66b3e7-f0ca-4bae-b501-689a3e74708b,df9c597a-138d-425a-9512-8e5c1cf6ac8d,14
6d66b3e7-f0ca-4bae-b501-689a3e74708b,e68d4e28-5134-463c-9698-0a4b3ab0e90f,9
6d66b3e7-f0ca-4bae-b501-689a3e74708b,d7728178-63dc-429b-a6d4-07db43e70982,1
6d66b3e7-f0ca-4bae-b501-689a3e74708b,295d2976-7771-4ce1-ae92-3e9eb950832a,1
6d66b3e7-f0ca-4bae-b501-689a3e74708b,b858d0eb-426a-469d-a24b-655dd42fbabe,7
6d66b3e7-f0ca-4bae-b501-689a3e74708b,b335c535-e6c2-40f7-88c1-bbf406bd612a,2
6d66b3e7-f0ca-4bae-b501-689a3e74708b,21f2dbcc-1adb-479e-8441-a258a4ecbe77,10
ca91b97d-048f-4994-b489-1282413d4313,d9e65954-1dce-4756-b787-a7e8f7eaf381,10
ca91b97d-048f-4994-b489-1282413d4313,28fb84b0-7b09-4728-a4bf-790dd895e176,17
ca91b97d-048f-4994-b489-1282413d4313,dcaae078-c895-40f6-bb25-74ccdb153d22,16
ca91b97d-048f-4994-b489-1282413d4313,a988ee40-0ea1-4dd5-a731-f6846324e664,10
ca91b97d-048f-4994-b489-1282413d4313,017a93e7-23ab-4e8b-b9f6-26e30b723ab1,12
ca91b97d-048f-4994-b489-1282413d4313,c579f63b-fe57-4b30-a933-a372129e2f10,5
ca91b97d-048f-4994-b489-1282413d4313,c61f7433-feb0-4dca-9a52-5234e5633ecb,1
ca91b97d-048f-4994-b489-1282413d4313,a42f2899-2ac6-450d-b05c-6a662f42aad4,15
95fd3a15-494c-4eb0-bd1b-0f2cb80259bd,c639523b-6ed3-48d5-ae1b-351d5ee77036,18
95fd3a15-494c-4eb0-bd1b-0f2cb80259bd,5d730444-0311-4308-9950-f6b9f641016e,14
95fd3a15-494c-4eb0-bd1b-0f2cb80259bd,cda2aba8-bd70-437e-9602-11fca70c1302,7
95fd3a15-494c-4eb0-bd1b-0f2cb80259bd,abe5aa48-4e8e-4ca1-ac84-1a40b5752aa8,13
95fd3a15-494c-4eb0-bd1b-0f2cb80259bd,34bfd3e2-b248-4580-89b3-7902cd3f1e7e,12
66b4c2a6-fc10-4034-b4df-1fe018df1e70,bff9d43f-71d7-4ede-b1bb-94d919157928,10
66b4c2a6-fc10-4034-b4df-1fe018df1e70,0232cced-c0a5-43c1-866b-1d63e1d249ff,10
66b4c2a6-fc10-4034-b4df-1fe018df1e70,2475d1d9-94dd-44fb-8577-ecfdb9c4b896,2
66b4c2a6-fc10-4034-b4df-1fe018df1e70,84946b33-1970-497b-bb0d-52836d7a54a5,17
af8274cc-a006-4495-b87b-e856771b2af2,b35900b3-d5d0-442e-8f31-0292083cd61f,4
82088bb1-07ef-4f33-b6c4-6e18ced7a4a8,a33714e8-49fb-40e9-8910-16c82521db12,9
82088bb1-07ef-4f33-b6c4-6e18ced7a4a8,ba799f54-49f3-4e82-aaf0-4f48d102fc56,15
82088bb1-07ef-4f33-b6c4-6e18ced7a4a8,1a41afcb-a313-4f13-8683-a76f27b94208,7
25664c6b-9db0-47ad-92b1-f82517df334c,fea21130-b3c8-440f-b51e-6f2acc1f0013,18
25664c6b-9db0-47ad-92b1-f82517df334c,8a8976ef-8308-4b31-9e2e-b2ac25b06a6e,5
25664c6b-9db0-47ad-92b1-f82517df334c,3f539abc-f1cb-416e-8fa2-94072bdaf9cb,2
7b1790dd-6027-4b13-a3f2-fb0c14c7df72,2dc83c76-c235-46ba-8a4b-b98107f4250e,8
7b1790dd-6027-4b13-a3f2-fb0c14c7df72,13cd8a32-78d9-4b00-bc93-a22abefd0644,2
e48d32af-4a49-42f6-877c-f137b27354c4,a4bc0d88-203c-4b95-9835-b06b89a9d723,4
e48d32af-4a49-42f6-877c-f137b27354c4,49237a77-0c18-4bdc-804f-c868d0028d23,1
e48d32af-4a49-42f6-877c-f137b27354c4,bc0aad4f-769e-401e-8c80-9b2b5f664fc0,18
e48d32af-4a49-42f6-877c-f137b27354c4,7b7ae3cc-5646-4f49-8792-f763fcd009ce,13
e48d32af-4a49-42f6-877c-f137b27354c4,9d220bcf-cf21-4a5f-b916-efa61f810785,14
64fac6cb-07f0-41b4-80b3-a6c9465954bc,10ddd46d-3009-40ff-853e-3d8fbdc61652,1
64fac6cb-07f0-41b4-80b3-a6c9465954bc,e2a7f82b-7694-407d-a4f4-fe4a8749ba62,9
64fac6cb-07f0-41b4-80b3-a6c9465954bc,5ba808a8-df76-4c22-8b0a-7b154217c8ab,19
92c831ce-7a67-4879-a374-41536a44d378,2bf354f6-43d9-4fed-9ed1-d0c34aba23e9,10
92c831ce-7a67-4879-a374-41536a44d378,bc329698-448d-4b1f-86b9-bb341db4b309,12
92c831ce-7a67-4879-a374-41536a44d378,5d730444-0311-4308-9950-f6b9f641016e,9
92c831ce-7a67-4879-a374-41536a44d378,c06ea4f1-691a-47f6-9632-4fdbb9face6c,7
0105008e-4e47-4d19-8c8a-a9729375001c,5fd7967d-1423-473c-a3b3-aa74657382ba,13
0105008e-4e47-4d19-8c8a-a9729375001c,df9c597a-138d-425a-9512-8e5c1cf6ac8d,16
0105008e-4e47-4d19-8c8a-a9729375001c,e9722e18-c4eb-49a4-9c89-41e5042b9a0c,1
0105008e-4e47-4d19-8c8a-a9729375001c,93263d65-7a4c-4010-bac1-42db65cb562a,13
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,2526f9ac-dc6b-4819-8d80-f401f412b16d,8
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,abaece4c-c604-41d2-be6c-593bf0c5a543,12
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,b022b631-92df-45a6-b09f-ae6ccec12d5a,5
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,a895dfda-a1cc-40c2-a291-93b7fd306e50,6
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,267da2c2-fa20-4a1e-b333-69bd075c9ae1,8
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,a846d5be-0fcf-4767-acba-5f9d52592d1b,7
86be59d0-d9d6-4e9e-8a0c-20ccdd45b503,6f9022f8-417c-4cde-8a6c-ebe932e65924,5
87630da2-9cfa-4ed8-a917-16961211450c,f2b9ba88-d749-4616-9e3e-39c63aa8439a,4
87630da2-9cfa-4ed8-a917-16961211450c,c61f7433-feb0-4dca-9a52-5234e5633ecb,7
87630da2-9cfa-4ed8-a917-16961211450c,bc329698-448d-4b1f-86b9-bb341db4b309,10
87630da2-9cfa-4ed8-a917-16961211450c,1b017cf0-a08c-4d8a-9525-34c043657526,4
87630da2-9cfa-4ed8-a917-16961211450c,d1601dbe-7d16-429c-ade3-f2ac94c64f4e,10
87630da2-9cfa-4ed8-a917-16961211450c,e8e6e62b-e5a1-46e7-9aaf-11ca061deb16,16
87630da2-9cfa-4ed8-a917-16961211450c,71192d67-373b-47a0-9d1c-69dabb2d4944,19
285bce52-3692-4667-89f1-90de3f044df0,b79c2b93-de98-4237-af86-83bbe6fd4588,4
285bce52-3692-4667-89f1-90de3f044df0,6a0d9b4e-4a26-4ba9-8f02-d857c68cfe63,10
285bce52-3692-4667-89f1-90de3f044df0,9fc3d2e6-2421-4a75-9d25-4ad29c866bd9,8
285bce52-3692-4667-89f1-90de3f044df0,71359852-f7ae-4603-96a0-46151c347c90,15
285bce52-3692-4667-89f1-90de3f044df0,5e11391c-51dc-4757-ae22-7ba370b0ec6d,10
493236e2-1efc-43eb-8ce9-b9570a982e80,9efe678e-50cf-47d5-9b85-2bcdd6b37b81,17
493236e2-1efc-43eb-8ce9-b9570a982e80,9f8334ef-feb2-4696-bd73-aa89723bf9a9,18
493236e2-1efc-43eb-8ce9-b9570a982e80,066a0359-fb11-4968-bc28-de032e1fc8e2,6
493236e2-1efc-43eb-8ce9-b9570a982e80,fe558f49-d0fb-40e0-a9ab-6f332c0b3bba,8
493236e2-1efc-43eb-8ce9-b9570a982e80,ffae8762-6218-456c-b5ea-7006ff348482,12
493236e2-1efc-43eb-8ce9-b9570a982e80,567dd14e-85dc-434f-9565-4eeaf3d7385e,18
f361765d-9d22-4dd0-ab67-a263d7b70a75,e77f4d76-b491-4d59-ab04-b0685fce1a4e,5
f361765d-9d22-4dd0-ab67-a263d7b70a75,d7728178-63dc-429b-a6d4-07db43e70982,14
f361765d-9d22-4dd0-ab67-a263d7b70a75,93bfe753-0011-461c-9292-8a252816bfa9,11
