ID,NAME,PRICE_PER_UNIT
21f2dbcc-1adb-479e-8441-a258a4ecbe77,bagels,286
70a2057e-6a34-4495-ae0c-b54e2c6f2b94,baguette,8389
3e3df638-7950-4567-bf86-08ec52afbd1a,baking powder,1534
7921281a-707c-466e-bbe4-4f42c5d654c5,baking soda,7174
9c830543-1cb5-4a91-875b-901e09fcca4d,balsamic vinegar,9538
05de337f-cad1-48fe-a0a2-f7774d334d8d,bananas,5327
ea4a1ee0-1246-4918-ad80-560e0dddac91,barbecue sauce,7300
a782fd3c-8975-4bf0-a283-c492f9ccbc02,bard,695
e32d4440-724f-422d-9c97-fedc87a1392d,barley,506
888bcd86-03cf-4d3d-8945-d7f20be4cacb,barley sugar,5049
53b9c295-95c5-4299-827e-660fff689d8b,basil,5511
80267a62-1d78-4d87-9a66-05246a7d6eb6,bass,6669
95ef852e-6c65-49ef-8810-dff6fdb95b77,bay leaves,4813
e8cca2cd-711f-449a-afc3-7ce8c45b2815,beans,6204
bd90918e-476e-41ed-a5b6-5464653f59b9,bean sauce,8752
c1157e36-1ad9-4414-999b-e421af8b6482,bean sprouts,6265
63a5a7e8-c992-466d-868c-b0abc483f9d8,bean threads,9063
62f1fa68-557e-49b8-8480-c454bbf9cbcf,beef,9219
b858d0eb-426a-469d-a24b-655dd42fbabe,beer,2144
4eb9a7bc-5f39-4716-a4d8-598d0fd49b2d,beets,2374
1a511f17-c3d4-4d34-803e-0f69d0a27eba,berries,3538
6e2a7eb9-63e2-49c6-bb89-eb522949fe1b,black beans,7312
fea21130-b3c8-440f-b51e-6f2acc1f0013,black olives,2240
c61f7433-feb0-4dca-9a52-5234e5633ecb,black-eyed peas,2004
8ec17be9-44c2-4056-8f86-7aa9a460f175,blackberries,3122
1cc51d20-69c9-46af-862c-9484694c4d58,blue cheese,5868
ca1097af-8c61-4f44-97f2-c00e877a1ef7,blueberries,4037
15e60f0a-9e4b-4eaa-9633-41a05997d3b2,bok choy,7449
c8fd8769-88b4-4dac-bac8-9ec64349cc1b,borscht,5660
34bfd3e2-b248-4580-89b3-7902cd3f1e7e,bouillon,9148
61668103-e58a-44df-92b6-23efad60d28c,bourbon,9152
4dba36c4-eccf-4d51-b51a-05d815ad213c,brandy,9655
f2b590d1-d4b6-4605-a6e0-884afe01b1ad,brazil nuts,6681
1b042ed2-b054-4c2f-be21-2c45b03e23ac,breadcrumbs,8475
9c50697d-c9ab-422f-b9d6-3d0bc77eb45f,breadfruit,5842
9f8334ef-feb2-4696-bd73-aa89723bf9a9,broccoli,10012
d49caa9b-5218-4ea4-af46-7ae347aa1a14,broccoli raab,9985
1623e89e-52cb-4845-953b-3ee9c0806df5,broth,425
6cee7b64-5457-44c8-8a3a-9e97994df977,brown rice,5916
9341f932-ede8-41ed-a8cd-df3dfc758e01,brown sugar,6232
e710dc14-a84e-4aaf-b37e-1c2efb81db49,brunoise,5020
b37c6aaa-1d5f-4918-ade9-8856ae300f23,bruschetta,8894
259da80f-333f-4bf1-be29-3abc71faf1ae,brussels sprouts,4632
2cd9cb82-d318-4bb5-bf20-72aaaef7b589,buckwheat,4689
04e3408c-4a58-4a7e-b816-fa5e2efa63d3,butter,551
391c3d62-2e57-4a4d-9547-051b74d20b1c,buttermilk,9962
d9a1499e-d306-4e77-88a0-2a7e16d807d7,cabbage,2924
e77f4d76-b491-4d59-ab04-b0685fce1a4e,cactus,8312
b70fc59f-0692-428b-8f84-79870bc6009c,Canadian bacon,2606
502ba820-eda8-493b-87d3-37df03065c1a,cannellini beans,6221
a3576064-b4dd-4001-adef-d91ab2523f88,canola oil,1642
c06ea4f1-691a-47f6-9632-4fdbb9face6c,cantaloupes,8760
c6290254-f0b7-4c37-8414-e3f6130f5587,capers,3579
93e9b139-f06c-40e8-b728-ae3b49b8b55f,Cappuccino Latte,7199
d0535d4f-b8c9-40c1-bc97-dc8f103d1359,carrots,7566
72050b1c-3391-4699-a6ec-96a7262c588a,cashew nut,3077
1784b172-0cdf-4185-988c-1247fa38049b,catfish,6743
63f39a28-6be2-4fab-b752-b326d3c60c88,cauliflower,5835
a60b4bae-db80-4a37-a67b-863278352386,caviar,6817
96b24f4c-ae6e-4443-942e-551032c21985,cayenne pepper,5770
1c1e4b66-dd6a-481e-91f0-d8b002804a90,celery,3711
0b3a8104-7852-4b38-9f70-9b6786779241,celery seeds,3502
f7abe0f6-bcfc-4ab9-9dc9-e82b435c46f2,chai,5920
89b3c1e8-380a-4d0d-a3db-1416a0584cf3,chambord,4931
bce7c41d-6e84-4f55-aa6e-f6e4d7041f6e,chard,326
1a41afcb-a313-4f13-8683-a76f27b94208,chaurice sausage,6746
a5ac2cf2-7a19-43d7-b8b1-da431cc2b61c,cheddar cheese,6382
dc00cb38-0854-4347-adbd-7134f41d6e2d,cherries,8429
bc0aad4f-769e-401e-8c80-9b2b5f664fc0,chestnuts,5560
71b85cda-4120-430a-8169-fabc89a4c0eb,chicken,5187
fc6a8069-7770-42e4-905e-dc2fcfd56beb,chicken liver,6350
71636e84-09fe-4144-b4fe-d914e426eddf,chickpeas,1945
87e4ff3c-f0bf-47cb-ba97-28e2e25f33e4,chicory,7236
dcaae078-c895-40f6-bb25-74ccdb153d22,chile peppers,9761
b9e92a6a-4c01-4abb-9d09-310282f9d18a,chili powder,2220
fa3adc0f-feef-4038-a908-0fc2d432728d,chili sauce,7011
27dfede0-265a-4edc-9f91-e23fd7a10f5c,chipotle peppers,3007
ed7e3390-06d2-442a-9169-4342127dc0ee,chives,9212
e9722e18-c4eb-49a4-9c89-41e5042b9a0c,chocolate,3988
a988ee40-0ea1-4dd5-a731-f6846324e664,chutney,9325
c063e73b-7641-4dd5-adda-c1d8dc9c1583,cider,5302
88e3386f-1a30-4324-9d10-5a7be2aaee67,cider vinegar,5788
2a204f32-e1ed-4c0a-9dd9-111b6516b296,cilantro,3853
267da2c2-fa20-4a1e-b333-69bd075c9ae1,cinnamon,4214
7b7ae3cc-5646-4f49-8792-f763fcd009ce,clams,8364
8d60f2de-6144-40d1-8c16-f1a919c2b9ea,cloves,817
09c53448-4448-40fb-9e6d-e6d278d04868,cocoa powder,3654
9818a768-6985-4747-922c-9d2c3b0a008c,coconuts,2702
cf83cc79-cf5c-47c7-8a6f-f0636203ee03,coconut milk,7279
9efe678e-50cf-47d5-9b85-2bcdd6b37b81,coconut oil,8281
a7ffa06a-c7bf-49f7-be35-e54e12071ede,cod,6067
9ac8bfb1-ed5b-45fe-8682-1e4a3852b8da,coffee,3611
d067b9f9-470f-4bb1-80e2-a26ffb2a287b,colby cheese,5596
017a93e7-23ab-4e8b-b9f6-26e30b723ab1,cookies,7689
9a971406-6d77-4a0a-9712-ada6c0c02cd0,cooking wine,9658
7d981af7-6cc6-4daa-a5c7-79e883a4bd44,coriander,6084
71192d67-373b-47a0-9d1c-69dabb2d4944,corn,5987
a42f2899-2ac6-450d-b05c-6a662f42aad4,corn flour,3213
1a11382b-a0df-4663-a45a-b6b7dd30721c,corn syrup,6553
0fe800af-7e6f-4f87-a0a3-6f787668f1dc,corned beef,5792
e5593778-4cd0-4d58-8581-7c49c10a647b,cornmeal,4923
f0aecaf2-2ee8-40ff-92f2-f67ad3050cd8,cornstarch,1933
80893ef7-ca1f-43ae-b24c-29e65f98e146,cottage cheese,5601
a6598cd0-1587-4568-8d48-9eb770d739e8,couscous,9078
d764c038-6366-4322-bca8-6291b631f293,crabs,5767
8ade17c7-6b76-4a83-b6a1-53ae13a6ad91,cranberries,3126
e0c51eb5-2cfe-4e61-b6b9-88ce734fa2dd,crayfish,7249
8b1ef46e-983c-456a-824b-261d794b0733,cream cheese,1151
5e11391c-51dc-4757-ae22-7ba370b0ec6d,cream of tartar,5171
cc329465-4e85-40fd-83a2-74e45a407877,cream,6769
38c2433f-b1bf-4765-97f8-1344b80ea4d9,creme fraiche,2977
9d220bcf-cf21-4a5f-b916-efa61f810785,cremini mushrooms,1018
8607f9e2-74c9-458a-b6ec-5b1a8ea2a83a,croutons,5393
fe558f49-d0fb-40e0-a9ab-6f332c0b3bba,cucumbers,10048
adcad439-99c5-4fea-9126-ab1495fb9beb,cumin,2453
e7d9cb3b-2ab4-4620-a36a-1c2a5e51476f,curry leaves,5733
a6faa67c-cf89-41bb-b18f-49490613109f,curry paste,4285
c78539a5-5756-4f9b-a3a6-5563cf8576df,curry powder,8645
5d730444-0311-4308-9950-f6b9f641016e,custard,5354
50d8bcd6-3d34-40ab-b508-2cfc05933266,dates,5684
c468ab59-8c43-404c-b1f1-9cad3bd6dfca,date sugar,6672
0232cced-c0a5-43c1-866b-1d63e1d249ff,dill,7377
24a9427e-e372-44f7-b58b-afbfde9648e7,dried leeks,6977
28eaa924-c5ed-4c7c-b26a-31d511cc3030,duck,3935
16a65888-a7ec-44d3-8493-161c724c7b8f,dumpling,4286
c579f63b-fe57-4b30-a933-a372129e2f10,eel,3159
2bf354f6-43d9-4fed-9ed1-d0c34aba23e9,eggs,4546
20fe11fd-5210-4c8c-9944-962068277dcd,eggplants,2680
e1e9da1b-9847-4916-8567-a6612b028cdd,English muffins,3538
93bfe753-0011-461c-9292-8a252816bfa9,fennel,7107
b3b22cc0-9353-4662-860c-aef699533e1c,fennel seeds,6635
9f98c466-d2cd-4d9c-9163-1767b5e82ec1,feta cheese,8194
c8b6a5b5-892f-44bc-bd21-8caa8542906b,figs,6501
1c15e477-c428-4497-ab72-dd13bbdf12f6,fish sauce,966
84920508-ce1d-4583-9c55-f8b257b5365b,five-spice powder,8329
ad9f8673-09b7-45e7-810c-01608e0e2bc5,flax seed,3136
09f480b0-2600-4d40-80aa-f40a7c3d9432,flounder,8258
5a94aa28-3713-4e20-b8f5-9e9b9503a48e,flour,8706
14fd5af0-15a1-41b3-ab46-a7450eeb654e,focaccia,4536
21e0088d-d86e-4786-a0c4-13e2a8f2c82e,french fries,3695
d6c9b5da-1364-4105-8af4-462e04605f7a,garlic,4690
0b198f90-d3d4-4dfe-83fc-46309a134c48,garlic powder,583
264ba414-ebd5-4874-805d-3a1fde134e49,gelatin,1994
d1bf7a21-9b08-49ad-a8f8-b9a0be6ad0c6,ginger,3810
d726f9db-d391-4ab8-85bd-3907e35a51dd,ginger ale,2225
9054be7e-9e95-4648-b1f2-2de29731220f,Goji berry,3689
56da6146-35d2-4f27-aeaa-29b2aef02e6f,geese,5793
3aee3d82-b105-48b1-83bf-8293a7e17010,gorgonzola,2780
e68d4e28-5134-463c-9698-0a4b3ab0e90f,gouda,6596
c99bb1f2-33af-4eb5-92f9-db761c80ae7f,graham crackers,2613
5907a8de-9b88-4d50-9c2c-5e6b868bfcb4,granola,1431
a895dfda-a1cc-40c2-a291-93b7fd306e50,grapes,1574
28fb84b0-7b09-4728-a4bf-790dd895e176,grapefruits,6929
b43c5ba6-7c01-41f1-b8f7-b05a6d9a265b,green beans,6986
436f5b94-8c59-4a8c-8446-8f1022013f99,green onions,7087
bf3c85a2-89db-442f-adcd-a708e6d9bb66,grits,223
215351cc-d1e4-4e87-aa2b-95992d97aa67,grouper,324
8a67d785-a720-4bbd-bd7f-af18a67e30cf,guavas,166
f216349a-5652-46d4-8880-98fb122aaf91,habanero chilies,766
6b661f52-1b60-46a5-9677-9a319488ca92,haddock,6784
8cdde142-0ede-46c5-adc7-c798b3289880,half-and-half,5475
456388fd-2f08-4c1c-b167-60f7dba07c1b,halibut,5720
3f539abc-f1cb-416e-8fa2-94072bdaf9cb,ham,1737
bd6bf105-659e-4f68-9a8e-67a528e68fed,hamburger,2527
c00411f3-1bce-4e37-a2d7-b16de3286d73,hash browns,1066
b335c535-e6c2-40f7-88c1-bbf406bd612a,Havarti cheese,970
036fd5ac-e120-48e8-a91a-5da051a51adf,hazelnuts,6671
f921a399-f395-41f7-a3c7-d294c19596af,heavy cream,9245
50ef352c-e045-42de-a001-659de4df271a,herring,7567
e1445687-40a2-4156-833c-268e77c76e7b,hoisin sauce,9803
07a63736-bc63-42c1-a09d-38baf711bf06,honey,7883
97b213b3-76fd-43ab-88e2-178db66f73b7,honeydew melons,6423
6cca2f24-a68d-4d7f-bba9-95e56aa75bf5,horseradish,319
1033a46c-d94b-411d-8fa6-3ad8721285b6,hot sauce,5420
ef3e1509-19cb-441d-9165-0b35d3353e5b,huckleberries,2242
f957f8ff-ff7e-4f4c-85e3-8c7424030cc8,ice cream,2246
3a2ffdb1-bec0-487c-9c15-aaf10070d9fe,Irish cream liqueur,6217
49237a77-0c18-4bdc-804f-c868d0028d23,jack cheese,3230
d7728178-63dc-429b-a6d4-07db43e70982,jelly beans,2251
6928d47c-bf37-44f4-bbd6-8f07e1303070,jicama,9576
69efc60f-f075-4c4d-a50b-84aa4a37728e,Kahlua,7800
8909292e-a5f1-4c76-8343-ebf785fc0fca,kale,6397
c639523b-6ed3-48d5-ae1b-351d5ee77036,ketchup,5934
17337cfd-3e8a-418d-bbae-cfa13befdbcb,kidney beans,9901
4eb47063-0b33-49e3-8b16-1443371ce5fa,kiwi,1299
4ae7d21c-ead6-46c6-b971-e8930942c924,kumquats,7810
1734147e-9b3f-4710-9e55-101aec8fd246,lamb,2236
9089625a-fdda-4cd1-93bc-719282021503,leeks,559
4a2bc53f-4c2a-4043-a792-24c632d00184,lemons,847
ffe1777d-6ce6-4a14-91d3-ef33ac67a531,lemon grass,9951
9b004671-dbdd-4332-9ae4-6054cba1275a,lemon juice,5160
a0d4b747-b9ab-4aca-b151-c087722b461b,lemon Peel,7760
9b0062bd-bea7-4bca-ade5-69b401bd3ed3,lentils,7708
9d4ed0a2-141c-4e79-96c3-05b68340d4c8,lettuce,6661
58f9c7d2-9f8d-48fe-9c8e-be6322224850,lima beans,5326
ae43f4da-3b32-478c-9ea7-2f89a67c16fe,limes,9485
5ba808a8-df76-4c22-8b0a-7b154217c8ab,liver,7078
295d2976-7771-4ce1-ae92-3e9eb950832a,lobsters,6266
1607d3a8-e7fd-499a-801f-6f0141bb6b82,macaroni,4775
1e365cbe-a4f7-42a8-82bd-c5470ebbd11a,mackerel,4225
7b0b0c67-55e0-4c04-8ad4-27b8e7983c54,Mandarin oranges,2753
bff9d43f-71d7-4ede-b1bb-94d919157928,maple syrup,1018
09ef9fdf-0eaa-4c7d-8b81-4241cb44b8da,maraschino cherries,3076
41b6548f-1c51-4467-abbc-e98b95937312,margarine,5432
46c8969f-8f79-4b1b-9a60-7944dd1a264e,marmalade,5562
1cac4e5f-1a4c-4326-9b76-497b41adf9c2,Marsala,9645
acf816e5-202e-4e46-9836-e4d851a9db27,marshmallows,1832
3d136924-700b-4b93-9edd-1159a858520a,mascarpone,5613
83ba4173-34c6-4d06-9485-9e675001c93b,mayonnaise,7896
319674d1-ffdb-4979-9586-ea4a1672ee77,melons,3459
b7336daa-f323-4a96-9d6b-0d8bc099c07e,mesclun greens,8240
78eb06d0-62fd-4ec1-bca4-fe23a1af3f48,milk,3123
b79c2b93-de98-4237-af86-83bbe6fd4588,mint,905
86eb032e-3659-4294-9792-97ec6dfe2632,molasses,5659
ba799f54-49f3-4e82-aaf0-4f48d102fc56,monkfish,5611
7cba8b86-506c-40bb-98ea-bde791c85f01,moo shu wrappers,4526
e29ff98f-be96-49ba-a16c-2d2795b06d25,mozzarella,9064
2475d1d9-94dd-44fb-8577-ecfdb9c4b896,mushrooms,1731
428122cc-4125-4053-8bc3-f049efe47e46,mussels,761
6caf5480-2bd9-410c-babc-564f7ef36030,mustard,3728
e8e6e62b-e5a1-46e7-9aaf-11ca061deb16,mustard seeds,8265
9800cf2a-7209-4743-a4e9-945b496b0a49,navy beans,7442
a51e45f8-1d68-4c26-af96-2267cd386379,nectarines,8387
96d3e33f-3d2e-45b4-99be-679492c857cd,oatmeal,4779
6a0d9b4e-4a26-4ba9-8f02-d857c68cfe63,octopus,6477
560b9bea-f61a-4cb3-b02a-2fcd263d9478,okra,4793
20881845-81ce-4a75-866c-3f9726e6c645,olives,4420
68df5d4e-363a-465a-a476-2cd9798e9ce3,olive oil,3147
aa3cda47-e266-467c-b657-aadde11eb162,onions,3376
b1624424-749b-47a3-9748-041eaa297e8a,onion powder,5698
bc34e495-d599-4fa9-8b5e-b4c25050e7d3,oranges,2329
66a18f8d-585d-47ae-8055-5da95efec0da,orange peels,9498
1b017cf0-a08c-4d8a-9525-34c043657526,oregano,7030
d6946c74-5f1b-42b6-9726-13bbb4005354,pancetta,7962
86cc3b34-95f2-4627-bc4c-93a3eaf4ec1c,panko bread crumbs,8792
54414224-ff93-4408-9018-e179f88b39d8,papayas,3826
de16815a-e748-4978-9e9f-75610958590a,paprika,2863
36766b71-82a4-4913-b9f8-5161a049ca6c,Parmesan cheese,8717
ff0206b1-da44-4306-906d-7cb9cad74d75,parsley,2276
ae47a5c5-a50a-46ef-8a16-3e06281cea33,parsnips,6417
a0741ac7-8820-4462-a943-8d3e65b3ef4d,passion fruit,5429
6f9022f8-417c-4cde-8a6c-ebe932e65924,pasta,6122
1b643e5b-fc76-4ebb-9bd2-c7ccfb062214,peas,6215
da5d0994-c592-4032-8d23-09fc7bd080f4,pea beans,7072
b4a72923-bd3d-4ffe-b2b9-bbe06620ca3b,peaches,7336
8a561b19-57d9-4f87-aaf4-60e2e0568030,peanuts,9238
a09e950c-9a57-4d82-a986-189543535b97,peanut butter,9803
3957f6ae-b9b1-4c05-9b25-e956bd536179,pears,2307
485120eb-7acf-4965-a1f6-0d7e1e4b3b9b,pecans,6722
f7a5e249-1a19-4205-a4ee-3705b7ee4506,pepper,6521
a846d5be-0fcf-4767-acba-5f9d52592d1b,pesto,7595
289cb808-3bc3-47a9-bc31-974f1316a79d,pheasants,6599
e183818e-be8e-4bd7-8d99-4f889f4dcb56,pickles,9394
5cb887b1-4bd8-470d-947e-c21ace480f00,pico de gallo,1578
70df0b14-a1c2-4506-a06c-c8a61b3f8a30,pig's feet,8543
df9c597a-138d-425a-9512-8e5c1cf6ac8d,pine nuts,2235
fe03c583-c7db-42eb-9bc7-477e17354122,pineapples,7184
870032d4-ae9e-46a7-8f76-04b3faf32122,pink beans,8983
da429004-375e-43bc-a13d-beee99679978,pinto beans,9683
f217e470-bf38-439f-96fd-19d1b0f29ce2,pistachios,1960
65d5784b-a56c-4c4e-b877-e04eac5bce3b,plantains,7613
6df37a4b-3c9a-44c8-b293-c2af04b3fa00,plums,9212
6e8f47f5-c2a7-48c4-bc8b-85fb81d13094,plum tomatoes,3657
0b205c96-bcbb-46bc-a460-f515e67f1128,pomegranates,8383
ea1026b1-625e-4a74-840f-da2a58460482,poppy seeds,6646
0e5a29c4-0a68-4d6f-b730-de4d5568a0ae,pork,2065
f0bd583e-d72e-4062-a49a-26e4e5592fa8,portabella mushrooms,2902
607758a2-7da9-4874-8417-4424e425e024,potatoes,7249
a0690394-54f5-4dfe-9f95-2e8a54fc845a,potato chips,1600
8e6a0b21-14b7-450c-aa65-578509a7773c,poultry seasoning,5298
9bbf17ae-58e7-409d-8ba8-997f7b76e29b,powdered sugar,7368
2c58916d-3ce6-4d5c-8250-592402f40bcd,prawns,5238
fb8ca14c-40fb-489f-9d79-017f19a59913,prosciutto,9534
abaece4c-c604-41d2-be6c-593bf0c5a543,provolone,8131
8a8976ef-8308-4b31-9e2e-b2ac25b06a6e,prunes,2099
71359852-f7ae-4603-96a0-46151c347c90,pumpkins,8722
20497da9-7e99-4b3f-8830-cf2c4f50e96f,pumpkin seeds,4142
db4bb4e3-69dc-4879-9a0b-1f17e16d2593,quail,5612
e5f59443-11fd-4e74-8a60-f35d4c109d79,rabbits,2656
9196135c-e57d-4944-92d3-484607ce877e,radishes,2505
cdaaa06c-d41a-42bc-b6b1-4f2c958438ae,raisins,4329
36bedadb-7467-4dce-ab28-738795175a9c,raspberries,6860
ef2744bf-c01d-451d-be77-c3e8124c95f9,raw sugar,4930
e2a7f82b-7694-407d-a4f4-fe4a8749ba62,red beans,7296
dd1a4f56-4bfe-4bab-8cb3-4a5ba8d332e6,red cabbage,1360
2b97267f-d16b-4399-84b9-8ce922f00549,red chile powder,4878
caa0455d-f2de-45a6-b6ac-e13845d72aef,red pepper flakes,9076
05b2aa67-f14c-449d-a4bf-82107a27364e,red snapper,3251
d7aeaf74-40b4-48e6-97ed-85e1f6472e06,remoulade,3630
d13e38ce-266b-40bf-82c7-f918a461d387,rhubarb,4394
bb215179-9201-4bf7-b66d-a5a338a79c4e,rice,2673
2029ae0e-57cb-4da0-bf78-41fdbe557966,rice paper,5282
a33714e8-49fb-40e9-8910-16c82521db12,rice vinegar,7061
de32746b-4881-40d7-869a-bcd0d91fd36d,rice wine,9125
771f70fb-b76e-48dd-9dfc-5bfa1dadd6c8,ricotta cheese,1153
249c45a3-0f40-4e0d-9a49-9a1d7272d837,romaine lettuce,6688
a7eec6e3-d4ec-4c3f-ba5c-0d194f5e2b8d,Romano cheese,3789
44e285b4-00aa-4e95-8e98-2f9cee65a0af,rose water,7201
e45fd114-9fc1-46ec-8bb3-582848354455,rosemary,9395
bf7d2c07-65b9-4ad1-861b-55fa275ed9f5,rum,695
ed927a83-0207-40ba-b362-f614477c20c4,sage,1216
2fd43444-a71e-41a9-bdb8-b72e0153080a,salmon,9651
ffd506f8-c1f3-46b1-b87c-73cbf77cef1a,salsa,8556
c98b8c46-89bf-47ae-b34d-c6d4556fdc67,salt,5053
90b0524b-4da0-4441-af23-aa56b484b6c5,sardines,9772
567dd14e-85dc-434f-9565-4eeaf3d7385e,sauerkraut,4292
9db7548b-6d8f-446f-ac4e-ecbb75ed828e,sausages,3914
d202ba23-b580-42e8-964d-5ef25060c62b,sazon,7989
13cd8a32-78d9-4b00-bc93-a22abefd0644,scallops,8242
8054aafc-a71b-4060-af50-388a6b133377,sea cucumbers,1561
fbcc7a50-7be8-49ab-a2dc-ba2c59f58a6b,sesame seeds,1251
b5f9282c-d72e-461a-9dc9-1f71f17f8059,shallots,2759
0dc55966-44e4-4b83-8dbb-b3b2bdc98399,sherry,792
3fe5037b-ebba-494d-b735-8a5db4605e0c,shitakes,692
a8cfde6d-a23e-41f6-9644-2a13fa602766,shrimp,6177
5fd7967d-1423-473c-a3b3-aa74657382ba,snap peas,6239
117b7f8f-da4c-4445-b512-340b22a01dea,snapper,5828
456578f9-cefd-4741-8a43-3145965c51d4,snow peas,4740
568ca82d-399f-4957-81b3-6bb32a84c7c7,sour cream,9446
e1a191ec-5b55-4b04-9a09-a9f0364361b1,soy sauce,4848
4e8c200d-0190-4762-8974-7f0a141f46ed,soybeans,5874
d1601dbe-7d16-429c-ade3-f2ac94c64f4e,soymilk,7632
b022b631-92df-45a6-b09f-ae6ccec12d5a,spaghetti squash,6371
565e9f8b-d8d5-4c6b-bbef-e36db3b853bf,spearmint,9730
d454a41f-399b-4258-a210-a73c9d7a2306,spinach,9892
abe5aa48-4e8e-4ca1-ac84-1a40b5752aa8,split peas,9009
b7f567fe-647f-419f-93a6-060f35843b81,squash,201
7d6df4d7-0d82-40fe-aa66-35f6fee9ef86,squid,4791
84946b33-1970-497b-bb0d-52836d7a54a5,steak,8240
875a8a3e-6926-409a-9e5d-f82c5531cb74,strawberries,8887
7fb3f29e-64ff-4874-b788-df0c24ea9ade,succotash,6207
ba353acd-e254-4c36-948e-3200fbb74292,sugar,9404
cd7164b8-a46c-4473-aac6-f3eb7b15e55b,summer squash,9130
e905635b-f835-4246-bcee-e1347e07a4e0,sunflower seeds,2092
588f28ab-3bc0-44db-bd59-0e4ecefcfc40,sushi,9785
dbd9303e-9934-4599-a33d-f55cb88cb737,sweet chili sauce,6275
5be7604c-167e-4dca-a94c-b9ecf736a42d,sweet peppers,9452
889e200a-5629-4814-b2a8-87529a5cc771,sweet potatoes,7606
0cc87760-31f6-42af-a052-10b031ed17d4,condensed milk,6435
91dd9bc2-209f-445e-acd3-d767ef45c7b2,swiss cheese,1913
91e689ba-3445-4c08-a0c5-8608a0c3047a,swordfish,7909
066a0359-fb11-4968-bc28-de032e1fc8e2,Tabasco sauce,814
2dc83c76-c235-46ba-8a4b-b98107f4250e,tarragon,351
de1b2baa-c7ae-4185-a721-39618f15443c,tartar sauce,8026
b6849898-e4e3-4ae5-b4c8-ac0f63855f7b,tea,2989
c1c0bc9d-a9f5-4f2a-84be-1f7eb0b6a818,thyme,3968
63bd2b1a-ee46-4c1c-85e6-0d98bea184ca,tofu,8452
4f52cff8-3a33-4ee0-9767-b3a167f79b71,tomatoes,8007
6baca52e-fcf1-430d-8e03-5c33c47dfdbd,tomato juice,2360
c4cc2630-208f-42ce-9271-7145b6216fb3,tomato paste,3949
5ff8c0de-d700-4182-8264-e3d5fe7ba65c,tomato puree,3987
93263d65-7a4c-4010-bac1-42db65cb562a,tomato sauce,673
f5bbdaeb-0565-4d88-be72-33f98ea7df2e,tonic water,9780
c67860f7-4d4c-414d-932c-b97b06a83f61,tortillas,7351
f2b9ba88-d749-4616-9e3e-39c63aa8439a,trout,9101
cda2aba8-bd70-437e-9602-11fca70c1302,truffles,6255
28099164-a257-4946-a5fe-4702b0a594c3,tuna,9983
3a3bc2ef-c563-4e40-900d-9a7d8bd5609e,turkeys,9291
8e49cce2-942e-47c5-b364-781b7331f46d,turnips,2934
cdda4ee2-6426-4579-b234-b91c35b7cfdf,turtle,4534
d893f587-0408-49e4-abef-6a58b9b504c0,unsweetened chocolate,7332
ffae8762-6218-456c-b5ea-7006ff348482,vanilla,1788
bc329698-448d-4b1f-86b9-bb341db4b309,vanilla bean,5356
3288c1e9-4bd1-477d-bcc7-3cbfd0cd302d,veal,6348
e769214f-f27e-451b-a646-c03404eb38a1,vegemite,1459
97265bc6-14c3-49e0-baf2-e67baa8adddf,venison,2395
